,x,y,z,r,g,b,inlinear_idx
902,0.18125995844730475,0.5311062481983481,1.4348840155985212,12.0,86.0,39.5,1654.0
903,0.20280354278057378,-0.01714502480480591,1.4843324951917782,30.0,5.5,5.0,1655.0
904,0.12513179049001635,0.12073752461278607,1.34913381291192,33.0,17.0,11.5,1656.0
905,0.03276818563400468,0.43043546585770187,1.1314886352835227,74.0,26.0,111.5,1658.0
906,-0.0015836585568786423,0.1112329367797367,1.0850432420501026,12.5,117.0,102.0,1660.0
907,0.2066594069036954,0.6760461281960849,1.4443464359183487,24.5,100.0,58.0,1661.0
908,0.39598783352256695,0.7361799357402034,1.855258669040193,8.0,81.5,35.0,1663.0
909,0.12255551557226389,0.11541224396955628,1.342234210275529,9.0,114.5,104.0,1664.0
910,0.021401187555875344,-0.01944840488026593,1.096922958843035,104.0,89.5,85.5,1665.0
911,0.03029293260925496,0.11848874507453881,1.1506850633450008,16.0,116.0,103.5,1666.0
912,-0.004806106162798758,-0.024816340956074823,1.0432362012750034,24.0,14.5,14.5,1668.0
913,-0.007205020743210442,-0.040134490607042134,1.034625006537174,116.5,106.0,107.5,1670.0
914,0.059622144093224236,0.44138473666296113,1.1888143451131876,105.5,55.5,13.5,1672.0
915,0.3953855651903524,0.7327538091516531,1.858012995404522,23.0,94.5,53.5,1673.0
916,0.06899043155650345,0.02929088663487129,1.2069347996985667,26.5,4.0,1.5,1674.0
917,-0.018891189115602055,-0.02205242156777181,1.0164845911687497,9.5,2.0,1.0,1678.0
918,0.2125898668460103,0.5478723373339206,1.5005126905413215,16.5,90.5,43.0,1680.0
919,-0.007421776386589578,0.33374305235627816,1.0723107052766885,80.5,31.5,117.0,1681.0
920,1.1268920918631615,1.402012755912886,3.2949084045006325,100.5,46.0,1.5,1683.0
921,0.15638352301166503,0.5694764260430857,1.3658943100381906,95.5,41.5,123.0,1684.0
922,0.11870482615672617,-0.04510068898743224,1.2930583814461842,28.5,11.5,8.0,1690.0
923,0.17516902449129312,0.553424946275324,1.413767790664617,20.5,98.0,53.0,1691.0
924,0.738936785737998,0.938724988930442,2.5658176268778163,93.0,39.0,120.5,1692.0
925,0.036036305906986955,0.36345995359336075,1.161181933209645,94.0,43.5,126.0,1693.0
926,0.6869738061452777,0.9900465348631265,2.4312108829415395,111.0,59.0,15.5,1695.0
927,0.04587335745012196,0.05882900474296514,1.1666027734418407,24.5,2.0,0.0,1696.0
928,0.12769022574064676,0.02010184816868423,1.329145752128093,16.0,126.5,124.5,1697.0
929,0.020527927094552527,0.42843713808368633,1.1041198357232882,91.0,39.5,122.0,1700.0
930,0.04969866377682694,0.4013089069205598,1.179199806101082,19.5,99.5,57.5,1701.0
931,-0.003525577674200273,-0.03940264882927046,1.0417281509200231,112.5,107.0,105.5,1705.0
932,0.07568579761437949,0.01869258149352751,1.2192340971562856,15.5,124.5,127.0,1707.0
933,-0.0011250539757977382,0.43897765436696196,1.051391509626538,85.5,40.0,1.0,1708.0
934,0.08362726613915164,0.20920492046197403,1.2822831501371381,39.5,36.5,31.0,1711.0
935,0.0873173685481102,0.037651122887651114,1.2477684493881642,21.0,8.0,13.0,1713.0
936,0.2058541144149421,-0.014622756194628996,1.491897889218806,30.5,12.0,16.0,1716.0
937,0.1025387474671023,-0.13455611403046144,1.237819624746778,39.0,10.5,125.0,1719.0
938,0.47160973386408206,0.77772969076781,2.0116352639901236,118.0,64.5,20.5,1720.0
939,0.07378839071687143,0.4034480950523553,1.233065789654495,118.5,63.0,27.0,1721.0
940,0.018458752379364677,0.11523692594207084,1.1259361658511144,35.5,6.0,4.0,1723.0
941,0.11407220361984245,-0.03378068907443337,1.2863416278277586,23.5,14.0,20.0,1725.0
942,0.29220219556887483,-0.23357061702906878,1.636661304420283,62.5,34.5,28.0,1730.0
943,0.06225671345817097,-0.011356169929063346,1.1828354812569641,8.0,4.0,2.0,1732.0
944,0.6514821048508046,0.8576564765291584,2.3936880203747384,13.5,87.0,45.0,1734.0
945,0.02440740558991132,0.36603323172338503,1.133315190749102,19.5,96.5,52.5,1737.0
946,0.04135357620098354,0.1260904858152602,1.175136856810887,14.5,114.0,99.5,1738.0
947,0.07291536601431202,0.034600931640758684,1.2163747887213907,20.5,1.5,126.0,1740.0
